Year,Code,Category,Value,Population,Suicide Deaths,Rate Per 100000
2008,20,County_Group,Delaware,46085,4,8.7
2008,21,County_Group,Dutchess,292878,28,9.6
2008,22,County_Group,Erie,909845,80,8.8
2008,23,County_Group,Essex,37826,1,2.6
2008,24,County_Group,Franklin,50521,5,9.9
2008,25,County_Group,Fulton,55024,11,20.0
2008,26,County_Group,Genesee,57821,6,10.4
2008,27,County_Group,Greene,48992,4,8.2
2008,28,County_Group,Hamilton,5021,1,19.9
2008,29,County_Group,Herkimer,62200,5,8.0
2008,30,County_Group,Jefferson,118046,7,5.9
2008,31,County_Group,Lewis,26176,2,7.6
2008,32,County_Group,Livingston,63154,4,6.3
2008,33,County_Group,Madison,69766,8,11.5
2008,34,County_Group,Monroe,732762,50,6.8
2008,35,County_Group,Montgomery,48679,6,12.3
2008,36,County_Group,Nassau,1351625,86,6.4
2008,37,County_Group,Niagara,214464,24,11.2
2008,38,County_Group,Oneida,231590,21,9.1
2008,39,County_Group,Onondaga,452633,44,9.7
2008,40,County_Group,Ontario,104475,7,6.7
2008,41,County_Group,Orange,379647,34,9.0
2008,42,County_Group,Orleans,42135,4,9.5
2008,43,County_Group,Oswego,121395,12,9.9
2008,44,County_Group,Otsego,61962,9,14.5
2008,45,County_Group,Putnam,99244,5,5.0
2008,46,County_Group,Rensselaer,155261,10,6.4
2008,47,County_Group,Rockland,298545,21,7.0
2008,48,County_Group,St Lawrence,109701,15,13.7
2008,49,County_Group,Saratoga,217191,15,6.9
2008,50,County_Group,Schenectady,151427,7,4.6
2008,51,County_Group,Schoharie,31910,3,9.4
2008,52,County_Group,Schuyler,18888,5,26.5
2008,53,County_Group,Seneca,34086,2,5.9
2008,54,County_Group,Steuben,96573,16,16.6
2008,55,County_Group,Suffolk,1512224,107,7.1
2008,56,County_Group,Sullivan,76189,12,15.8
2008,57,County_Group,Tioga,50171,4,8.0
2008,58,County_Group,Tompkins,101136,8,7.9
2008,59,County_Group,Ulster,181670,19,10.5
2008,60,County_Group,Warren,65971,7,10.6
2008,61,County_Group,Washington,62804,8,12.7
2008,62,County_Group,Wayne,91564,11,12.0
2008,63,County_Group,Westchester,953943,60,6.3
2008,64,County_Group,Wyoming,41652,5,12.0
2008,65,County_Group,Yates,24652,1,4.1
2007,0,Age_Group,Total,19297729,1368,7.1
2007,0,Race_Ethnicity_Group,Total,19297729,1368,7.1
2007,0,Gender_Group,Total,19297729,1368,7.1
2007,1,Gender_Group,Male,9360736,1047,11.2
2007,1,Race_Ethnicity_Group,White Non Hispanic,11727093,1050,9.0
2007,1,County_Group,New York State,19297729,1368,7.1
2007,1,Age_Group,00-09,2353722,0,0.0
2007,2,Race_Ethnicity_Group,Black Non Hispanic,2968197,115,3.9
2007,2,Gender_Group,Female,9936993,321,3.2
2007,2,County_Group,New York City,8274527,456,5.5
2007,2,Age_Group,10-19,2640441,58,2.2
2007,3,County_Group,Bronx,1373659,75,5.5
2007,3,Race_Ethnicity_Group,Other Non Hispanic,1440057,80,5.6
2007,3,Age_Group,20-24,1393944,94,6.7
2007,4,County_Group,Kings,2528050,118,4.7
2007,4,Age_Group,25-34,2522786,202,8.0
2007,5,Race_Ethnicity_Group,Hispanic,3162382,120,3.8
2007,5,Age_Group,35-44,2844115,275,9.7
2007,5,County_Group,New York,1620867,106,6.5
2007,6,Age_Group,45-54,2854316,295,10.3
2007,6,County_Group,Queens,2270338,137,6.0
2007,7,Age_Group,55-64,2142000,206,9.6
2007,7,County_Group,Richmond,481613,20,4.2
2007,8,County_Group,Rest of State,11023202,912,8.3
2007,8,Age_Group,65-74,1281950,112,8.7
2007,9,Age_Group,75-84,879819,91,10.3
2007,9,County_Group,Albany,299307,32,10.7
2007,10,Age_Group,85+,384636,35,9.1
2007,10,County_Group,Allegany,49637,7,14.1
2007,11,County_Group,Broome,195973,24,12.2
2007,12,County_Group,Cattaraugus,80087,12,15.0
2007,13,County_Group,Cayuga,80066,8,10.0
2007,14,County_Group,Chautauqua,133945,12,9.0
2007,15,County_Group,Chemung,88015,13,14.8
2007,16,County_Group,Chenango,51207,5,9.8
2007,17,County_Group,Clinton,82215,5,6.1
2007,18,County_Group,Columbia,62363,7,11.2
2007,19,County_Group,Cortland,48369,1,2.1
2007,20,County_Group,Delaware,46286,6,13.0
2007,21,County_Group,Dutchess,292746,26,8.9
2007,22,County_Group,Erie,913338,76,8.3
2007,23,County_Group,Essex,38119,8,21.0
2007,24,County_Group,Franklin,50449,4,7.9
2007,25,County_Group,Fulton,55114,5,9.1
2007,26,County_Group,Genesee,58122,2,3.4
2007,27,County_Group,Greene,49246,7,14.2
2007,28,County_Group,Hamilton,5075,1,19.7
2007,29,County_Group,Herkimer,62558,8,12.8
2007,30,County_Group,Jefferson,117201,14,11.9
2007,31,County_Group,Lewis,26472,2,7.6
2007,32,County_Group,Livingston,63196,4,6.3
2007,33,County_Group,Madison,69829,8,11.5
2007,34,County_Group,Monroe,729681,65,8.9
2007,35,County_Group,Montgomery,48695,4,8.2
2007,36,County_Group,Nassau,1306533,68,5.2
2007,37,County_Group,Niagara,214845,24,11.2
2007,38,County_Group,Oneida,232304,28,12.1
2007,39,County_Group,Onondaga,454010,40,8.8
2007,40,County_Group,Ontario,103956,9,8.7
2007,41,County_Group,Orange,377169,34,9.0
2007,42,County_Group,Orleans,42371,5,11.8
2007,43,County_Group,Oswego,121454,19,15.6
2007,44,County_Group,Otsego,62397,5,8.0
2007,45,County_Group,Putnam,99489,6,6.0
2007,46,County_Group,Rensselaer,155318,14,9.0
2007,47,County_Group,Rockland,296483,9,3.0
2007,48,County_Group,St Lawrence,109809,7,6.4
2007,49,County_Group,Saratoga,215852,15,6.9
2007,50,County_Group,Schenectady,150818,16,10.6
2007,51,County_Group,Schoharie,32063,4,12.5
2007,52,County_Group,Schuyler,19027,4,21.0
2007,53,County_Group,Seneca,34228,3,8.8
2007,54,County_Group,Steuben,96874,7,7.2
2007,55,County_Group,Suffolk,1453229,100,6.9
2007,56,County_Group,Sullivan,76303,14,18.3
2007,57,County_Group,Tioga,50453,5,9.9
2007,58,County_Group,Tompkins,101055,7,6.9
2007,59,County_Group,Ulster,181860,17,9.3
2007,60,County_Group,Warren,66143,10,15.1
2007,61,County_Group,Washington,62743,5,8.0
2007,62,County_Group,Wayne,91291,11,12.0
2007,63,County_Group,Westchester,951325,50,5.3
2007,64,County_Group,Wyoming,41932,8,19.1
2007,65,County_Group,Yates,24557,2,8.1
2006,0,Gender_Group,Total,19306183,1295,6.7
2006,0,Age_Group,Total,19306183,1295,6.7
2006,0,Race_Ethnicity_Group,Total,19306183,1295,6.7
2006,1,Gender_Group,Male,9355020,1048,11.2
2006,1,County_Group,New York State,19306183,1295,6.7
2006,1,Age_Group,00-09,2413127,0,0.0
2006,1,Race_Ethnicity_Group,White Non Hispanic,11768800,995,8.5
2006,2,Race_Ethnicity_Group,Black Non Hispanic,2973341,96,3.2
2006,2,Gender_Group,Female,9951163,247,2.5
2006,2,Age_Group,10-19,2670417,60,2.2
2006,2,County_Group,New York City,8214426,427,5.2
2006,3,Age_Group,20-24,1369897,93,6.8
2006,3,Race_Ethnicity_Group,Other Non Hispanic,1424586,73,5.1
2006,3,County_Group,Bronx,1361473,64,4.7
2006,4,Age_Group,25-34,2529482,201,7.9
2006,4,County_Group,Kings,2508820,99,3.9
2006,5,Race_Ethnicity_Group,Hispanic,3139456,124,3.9
2006,5,Age_Group,35-44,2894385,246,8.5
2006,5,County_Group,New York,1611581,109,6.8
2006,6,County_Group,Queens,2255175,131,5.8
2006,6,Age_Group,45-54,2817883,302,10.7
2006,7,County_Group,Richmond,477377,24,5.0
2006,7,Age_Group,55-64,2088306,189,9.1
2006,8,County_Group,Rest of State,11091756,868,7.8
2006,8,Age_Group,65-74,1264676,95,7.5
2006,9,Age_Group,75-84,886343,83,9.4
2006,9,County_Group,Albany,297556,22,7.4
2006,10,County_Group,Allegany,50267,6,11.9
2006,10,Age_Group,85+,371667,26,7.0
2006,11,County_Group,Broome,196269,27,13.8
2006,12,County_Group,Cattaraugus,81534,8,9.8
2006,13,County_Group,Cayuga,81243,4,4.9
2006,14,County_Group,Chautauqua,135357,10,7.4
2006,15,County_Group,Chemung,88641,12,13.5
2006,16,County_Group,Chenango,51787,5,9.7
2006,17,County_Group,Clinton,82166,10,12.2
2006,18,County_Group,Columbia,62954,7,11.1
2006,19,County_Group,Cortland,48483,3,6.2
2006,20,County_Group,Delaware,46977,2,4.3
2006,21,County_Group,Dutchess,295146,20,6.8
2006,22,County_Group,Erie,921390,70,7.6
2006,23,County_Group,Essex,38649,4,10.3
2006,24,County_Group,Franklin,50968,5,9.8
2006,25,County_Group,Fulton,55435,4,7.2
2006,26,County_Group,Genesee,58830,5,8.5
2006,27,County_Group,Greene,49822,7,14.1
2006,28,County_Group,Hamilton,5162,3,58.1
2006,29,County_Group,Herkimer,63332,4,6.3
2006,30,County_Group,Jefferson,114264,14,12.3
2006,31,County_Group,Lewis,26685,4,15.0
2006,32,County_Group,Livingston,64173,6,9.3
2006,33,County_Group,Madison,70197,12,17.1
2006,34,County_Group,Monroe,730807,55,7.5
2006,35,County_Group,Montgomery,49112,5,10.2
2006,36,County_Group,Nassau,1325662,76,5.7
2006,37,County_Group,Niagara,216130,19,8.8
2006,38,County_Group,Oneida,233954,21,9.0
2006,39,County_Group,Onondaga,456777,47,10.3
2006,40,County_Group,Ontario,104353,11,10.5
2006,41,County_Group,Orange,376392,17,4.5
2006,42,County_Group,Orleans,43213,7,16.2
2006,43,County_Group,Oswego,123077,12,9.7
2006,44,County_Group,Otsego,62583,8,12.8
2006,45,County_Group,Putnam,100603,8,8.0
2006,46,County_Group,Rensselaer,155292,9,5.8
2006,47,County_Group,Rockland,294965,16,5.4
2006,48,County_Group,St Lawrence,111284,16,14.4
2006,49,County_Group,Saratoga,215473,23,10.7
2006,50,County_Group,Schenectady,150440,14,9.3
2006,51,County_Group,Schoharie,32196,3,9.3
2006,52,County_Group,Schuyler,19415,0,0.0
2006,53,County_Group,Seneca,34724,7,20.2
2006,54,County_Group,Steuben,98236,11,11.2
2006,55,County_Group,Suffolk,1469715,103,7.0
2006,56,County_Group,Sullivan,76588,9,11.8
2006,57,County_Group,Tioga,51285,5,9.7
2006,58,County_Group,Tompkins,100407,5,5.0
2006,59,County_Group,Ulster,182742,10,5.5
2006,60,County_Group,Warren,66087,7,10.6
2006,61,County_Group,Washington,63368,8,12.6
2006,62,County_Group,Wayne,92889,8,8.6
2006,63,County_Group,Westchester,949355,46,4.8
2006,64,County_Group,Wyoming,42613,2,4.7
2006,65,County_Group,Yates,24732,6,24.3
2005,0,Age_Group,Total,19254630,1298,6.7
2005,0,Race_Ethnicity_Group,Total,19254630,1298,6.7
2005,0,Gender_Group,Total,19254630,1298,6.7
2005,1,Race_Ethnicity_Group,White Non Hispanic,11807196,996,8.4
2005,1,Gender_Group,Male,9327052,1033,11.1
2005,1,County_Group,New York State,19254630,1298,6.7
2005,1,Age_Group,00-09,2441693,0,0.0
2005,2,Gender_Group,Female,9927578,265,2.7
2005,2,Age_Group,10-19,2620865,66,2.5
2005,2,Race_Ethnicity_Group,Black Non Hispanic,2965147,107,3.6
2005,2,County_Group,New York City,8143197,456,5.6
2005,3,County_Group,Bronx,1357589,66,4.9
2005,3,Age_Group,20-24,1302027,121,9.3
2005,3,Race_Ethnicity_Group,Other Non Hispanic,1380661,85,6.2
2005,4,Age_Group,25-34,2600455,182,7.0
2005,4,County_Group,Kings,2486235,116,4.7
2005,5,Race_Ethnicity_Group,Hispanic,3101626,105,3.4
2005,5,Age_Group,35-44,2957733,270,9.1
2005,5,County_Group,New York,1593200,120,7.5
2005,6,County_Group,Queens,2241600,122,5.4
2005,6,Age_Group,45-54,2779597,278,10.0
2005,7,Age_Group,55-64,2037196,177,8.7
2005,7,County_Group,Richmond,464573,32,6.9
2005,8,Age_Group,65-74,1224089,88,7.2
2005,8,County_Group,Rest of State,11111433,842,7.6
2005,9,County_Group,Albany,297414,26,8.7
2005,9,Age_Group,75-84,921253,79,8.6
2005,10,Age_Group,85+,369722,37,10.0
2005,10,County_Group,Allegany,50602,10,19.8
2005,11,County_Group,Broome,196947,22,11.2
2005,12,County_Group,Cattaraugus,82502,11,13.3
2005,13,County_Group,Cayuga,81454,8,9.8
2005,14,County_Group,Chautauqua,136409,11,8.1
2005,15,County_Group,Chemung,89512,15,16.8
2005,16,County_Group,Chenango,51755,6,11.6
2005,17,County_Group,Clinton,82047,10,12.2
2005,18,County_Group,Columbia,63622,3,4.7
2005,19,County_Group,Cortland,48622,4,8.2
2005,20,County_Group,Delaware,47534,2,4.2
2005,21,County_Group,Dutchess,294849,20,6.8
2005,22,County_Group,Erie,930703,71,7.6
2005,23,County_Group,Essex,38676,6,15.5
2005,24,County_Group,Franklin,51033,3,5.9
2005,25,County_Group,Fulton,55625,7,12.6
2005,26,County_Group,Genesee,59257,6,10.1
2005,27,County_Group,Greene,49682,7,14.1
2005,28,County_Group,Hamilton,5228,0,0.0
2005,29,County_Group,Herkimer,63780,8,12.5
2005,30,County_Group,Jefferson,116384,10,8.6
2005,31,County_Group,Lewis,26571,4,15.1
2005,32,County_Group,Livingston,64205,4,6.2
2005,33,County_Group,Madison,70337,3,4.3
2005,34,County_Group,Monroe,733366,57,7.8
2005,35,County_Group,Montgomery,48968,4,8.2
2005,36,County_Group,Nassau,1333137,62,4.7
2005,37,County_Group,Niagara,217008,11,5.1
2005,38,County_Group,Oneida,234105,22,9.4
2005,39,County_Group,Onondaga,458053,47,10.3
2005,40,County_Group,Ontario,104461,11,10.5
2005,41,County_Group,Orange,372893,22,5.9
2005,42,County_Group,Orleans,43387,4,9.2
2005,43,County_Group,Oswego,123373,10,8.1
2005,44,County_Group,Otsego,62746,13,20.7
2005,45,County_Group,Putnam,100507,2,2.0
2005,46,County_Group,Rensselaer,155251,9,5.8
2005,47,County_Group,Rockland,292916,14,4.8
2005,48,County_Group,St Lawrence,111380,16,14.4
2005,49,County_Group,Saratoga,214859,21,9.8
2005,50,County_Group,Schenectady,149078,9,6.0
2005,51,County_Group,Schoharie,32277,3,9.3
2005,52,County_Group,Schuyler,19342,2,10.3
2005,53,County_Group,Seneca,34855,4,11.5
2005,54,County_Group,Steuben,98632,9,9.1
2005,55,County_Group,Suffolk,1474927,106,7.2
2005,56,County_Group,Sullivan,76539,6,7.8
2005,57,County_Group,Tioga,51475,4,7.8
2005,58,County_Group,Tompkins,100018,5,5.0
2005,59,County_Group,Ulster,182693,8,4.4
2005,60,County_Group,Warren,65548,7,10.7
2005,61,County_Group,Washington,63024,5,7.9
2005,62,County_Group,Wayne,93609,11,11.8
2005,63,County_Group,Westchester,940807,55,5.8
2005,64,County_Group,Wyoming,42693,5,11.7
2005,65,County_Group,Yates,24756,1,4.0
2004,0,Age_Group,Total,19227088,1196,6.2
2004,0,Gender_Group,Total,19227088,1196,6.2
2004,0,Race_Ethnicity_Group,Total,19227088,1196,6.2
2004,1,Gender_Group,Male,9304581,974,10.5
2004,1,Race_Ethnicity_Group,White Non Hispanic,11832012,876,7.4
2004,1,County_Group,New York State,19227088,1196,6.2
2004,1,Age_Group,00-09,2459617,0,0.0
2004,2,Race_Ethnicity_Group,Black Non Hispanic,2972254,131,4.4
2004,2,County_Group,New York City,8104079,462,5.7
2004,2,Gender_Group,Female,9922507,222,2.2
2004,2,Age_Group,10-19,2629081,79,3.0
2004,3,Race_Ethnicity_Group,Other Non Hispanic,1346125,68,5.1
2004,3,Age_Group,20-24,1308857,102,7.8
2004,3,County_Group,Bronx,1365536,61,4.5
2004,4,County_Group,Kings,2475290,115,4.6
2004,4,Age_Group,25-34,2633061,179,6.8
2004,5,Race_Ethnicity_Group,Hispanic,3076697,118,3.8
2004,5,Age_Group,35-44,2992965,233,7.8
2004,5,County_Group,New York,1562723,137,8.8
2004,6,Age_Group,45-54,2740525,244,8.9
2004,6,County_Group,Queens,2237216,128,5.7
2004,7,Age_Group,55-64,1970166,157,8.0
2004,7,County_Group,Richmond,463314,21,4.5
2004,8,Age_Group,65-74,1226182,87,7.1
2004,8,County_Group,Rest of State,11123009,734,6.6
2004,9,Age_Group,75-84,912751,84,9.2
2004,9,County_Group,Albany,298432,18,6.0
2004,10,County_Group,Allegany,50575,4,7.9
2004,10,Age_Group,85+,353883,29,8.2
2004,11,County_Group,Broome,197696,19,9.6
2004,12,County_Group,Cattaraugus,83179,10,12.0
2004,13,County_Group,Cayuga,81916,4,4.9
2004,14,County_Group,Chautauqua,137267,11,8.0
2004,15,County_Group,Chemung,89984,8,8.9
2004,16,County_Group,Chenango,51861,4,7.7
2004,17,County_Group,Clinton,81875,7,8.5
2004,18,County_Group,Columbia,63668,4,6.3
2004,19,County_Group,Cortland,49006,7,14.3
2004,20,County_Group,Delaware,47328,11,23.2
2004,21,County_Group,Dutchess,293395,16,5.5
2004,22,County_Group,Erie,936318,68,7.3
2004,23,County_Group,Essex,38901,5,12.9
2004,24,County_Group,Franklin,51009,3,5.9
2004,25,County_Group,Fulton,55463,3,5.4
2004,26,County_Group,Genesee,59689,3,5.0
2004,27,County_Group,Greene,49195,3,6.1
2004,28,County_Group,Hamilton,5227,1,19.1
2004,29,County_Group,Herkimer,63858,11,17.2
2004,30,County_Group,Jefferson,111467,8,7.2
2004,31,County_Group,Lewis,26564,5,18.8
2004,32,County_Group,Livingston,64819,8,12.3
2004,33,County_Group,Madison,70407,6,8.5
2004,34,County_Group,Monroe,735177,50,6.8
2004,35,County_Group,Montgomery,49283,0,0.0
2004,36,County_Group,Nassau,1339641,56,4.2
2004,37,County_Group,Niagara,218060,11,5.0
2004,38,County_Group,Oneida,234962,19,8.1
2004,39,County_Group,Onondaga,459805,31,6.7
2004,40,County_Group,Ontario,103504,4,3.9
2004,41,County_Group,Orange,370352,28,7.6
2004,42,County_Group,Orleans,44138,6,13.6
2004,43,County_Group,Oswego,123776,11,8.9
2004,44,County_Group,Otsego,62518,2,3.2
2004,45,County_Group,Putnam,100570,8,8.0
2004,46,County_Group,Rensselaer,154077,19,12.3
2004,47,County_Group,Rockland,293626,6,2.0
2004,48,County_Group,St Lawrence,111306,6,5.4
2004,49,County_Group,Saratoga,212706,25,11.8
2004,50,County_Group,Schenectady,148042,23,15.5
2004,51,County_Group,Schoharie,32012,4,12.5
2004,52,County_Group,Schuyler,19505,2,10.3
2004,53,County_Group,Seneca,35075,2,5.7
2004,54,County_Group,Steuben,98814,14,14.2
2004,55,County_Group,Suffolk,1475488,79,5.4
2004,56,County_Group,Sullivan,76110,8,10.5
2004,57,County_Group,Tioga,51535,2,3.9
2004,58,County_Group,Tompkins,100135,4,4.0
2004,59,County_Group,Ulster,181779,8,4.4
2004,60,County_Group,Warren,65147,3,4.6
2004,61,County_Group,Washington,62807,8,12.7
2004,62,County_Group,Wayne,93861,5,5.3
2004,63,County_Group,Westchester,942444,38,4.0
2004,64,County_Group,Wyoming,42986,4,9.3
2004,65,County_Group,Yates,24669,1,4.1
2003,0,Race_Ethnicity_Group,Total,19190115,1206,6.3
2003,0,Age_Group,Total,19190115,1206,6.3
2003,0,Gender_Group,Total,19190115,1206,6.3
2003,1,Gender_Group,Male,9276425,948,10.2
2003,1,County_Group,New York State,19190115,1206,6.3
2003,1,Race_Ethnicity_Group,White Non Hispanic,11696047,913,7.8
2003,1,Age_Group,00-09,2439899,0,0.0
2003,2,Gender_Group,Female,9913690,258,2.6
2003,2,Age_Group,10-19,2606471,62,2.4
2003,2,County_Group,New York City,8085742,461,5.7
2003,2,Race_Ethnicity_Group,Black Non Hispanic,3024588,105,3.5
2003,3,County_Group,Bronx,1363198,78,5.7
2003,3,Race_Ethnicity_Group,Other Non Hispanic,1337294,79,5.9
2003,3,Age_Group,20-24,1313322,100,7.6
2003,4,County_Group,Kings,2472523,114,4.6
2003,4,Age_Group,25-34,2670831,175,6.6
2003,5,County_Group,New York,1564798,135,8.6
2003,5,Race_Ethnicity_Group,Hispanic,3132186,108,3.4
2003,5,Age_Group,35-44,3038513,237,7.8
2003,6,County_Group,Queens,2225486,105,4.7
2003,6,Age_Group,45-54,2715954,234,8.6
2003,7,County_Group,Richmond,459737,29,6.3
2003,7,Age_Group,55-64,1916166,173,9.0
2003,8,County_Group,Rest of State,11104373,745,6.7
2003,8,Age_Group,65-74,1249837,96,7.7
2003,9,County_Group,Albany,297845,19,6.4
2003,9,Age_Group,75-84,895796,90,10.0
2003,10,Age_Group,85+,343326,39,11.4
2003,10,County_Group,Allegany,50562,6,11.9
2003,11,County_Group,Broome,199360,17,8.5
2003,12,County_Group,Cattaraugus,83354,7,8.4
2003,13,County_Group,Cayuga,81726,10,12.2
2003,14,County_Group,Chautauqua,137645,9,6.5
2003,15,County_Group,Chemung,90413,9,10.0
2003,16,County_Group,Chenango,51659,6,11.6
2003,17,County_Group,Clinton,81366,8,9.8
2003,18,County_Group,Columbia,63405,7,11.0
2003,19,County_Group,Cortland,48691,2,4.1
2003,20,County_Group,Delaware,47226,5,10.6
2003,21,County_Group,Dutchess,290885,12,4.1
2003,22,County_Group,Erie,941293,68,7.2
2003,23,County_Group,Essex,38992,6,15.4
2003,24,County_Group,Franklin,51056,6,11.8
2003,25,County_Group,Fulton,55206,4,7.2
2003,26,County_Group,Genesee,60020,5,8.3
2003,27,County_Group,Greene,48865,6,12.3
2003,28,County_Group,Hamilton,5278,0,0.0
2003,29,County_Group,Herkimer,63704,11,17.3
2003,30,County_Group,Jefferson,114651,10,8.7
2003,31,County_Group,Lewis,26636,3,11.3
2003,32,County_Group,Livingston,64658,5,7.7
2003,33,County_Group,Madison,70182,9,12.8
2003,34,County_Group,Monroe,736738,47,6.4
2003,35,County_Group,Montgomery,49371,1,2.0
2003,36,County_Group,Nassau,1339463,70,5.2
2003,37,County_Group,Niagara,218150,17,7.8
2003,38,County_Group,Oneida,234373,22,9.4
2003,39,County_Group,Onondaga,460517,30,6.5
2003,40,County_Group,Ontario,102445,12,11.7
2003,41,County_Group,Orange,363153,14,3.9
2003,42,County_Group,Orleans,43629,3,6.9
2003,43,County_Group,Oswego,123495,10,8.1
2003,44,County_Group,Otsego,62196,9,14.5
2003,45,County_Group,Putnam,99550,6,6.0
2003,46,County_Group,Rensselaer,154007,13,8.4
2003,47,County_Group,Rockland,292989,9,3.1
2003,48,County_Group,St Lawrence,111655,12,10.7
2003,49,County_Group,Saratoga,209818,20,9.5
2003,50,County_Group,Schenectady,147289,16,10.9
2003,51,County_Group,Schoharie,31685,1,3.2
2003,52,County_Group,Schuyler,19455,1,5.1
2003,53,County_Group,Seneca,35183,1,2.8
2003,54,County_Group,Steuben,99012,10,10.1
2003,55,County_Group,Suffolk,1468037,75,5.1
2003,56,County_Group,Sullivan,74948,4,5.3
2003,57,County_Group,Tioga,51746,5,9.7
2003,58,County_Group,Tompkins,101411,10,9.9
2003,59,County_Group,Ulster,181111,9,5.0
2003,60,County_Group,Warren,64715,4,6.2
2003,61,County_Group,Washington,61872,11,17.8
2003,62,County_Group,Wayne,93728,7,7.5
2003,63,County_Group,Westchester,940302,38,4.0
2003,64,County_Group,Wyoming,42932,6,14.0
2003,65,County_Group,Yates,24720,2,8.1
